       376       850        34       419      4130     95830     83200     17800       956       973       979       972     99460       520        20         0       227       399       661       319       505       356       139        90       445       403       152       156       181        78       317       504       180       374       375       136   1883000   1914300   1920900   1905100   1924000     61000     39000     18000     58000     42000         0       246      1000      L031 1104 Solothrn Dorneck        
       353       819        39       402     17440     82200     85500     23000       961       977       978       974     99500       320       160         0       282       296       408       315       385       464       151       157       368       451       181       129       182        68       329       425       246       234       235       185   1875400   1902100   1913000   1885900   1885900     76000     24000     23000     92000      8000         0       258       960      L041 1105 Solothrn Goesgen        
       319       783        42       374     30330     68940     85000     34600       942       948       962       951     95190      4160       410         0       259       272       331       345       302       512       186       161       267       461       272        31       158       127       201       363       436        39       151       321   1888300   1919400   1921300   1896700   1907400     77000     23000     31000     83000     17000         0       209       965      L051 1109 Solothrn Solothurn      
       239       667        34       324     67340     30530     86800     31200       960       971       956       964     96360      2860       440        80       105       461       592       435        46       514       440       174        29       539       432       186       241       184         7       570       423       322       328       332   1879700   1908100   1916400   1885000   1885100     83000     18000     55000    100000         0         0       242       809      L011 1201 B. Stadt Basel-Stadt    
       372       833        24       430     78020     20810     81700     24100       962       992      1000       987     97660      1090      1040        30       219       346       492       333       414       346       240        69       354       353       293        57        91       192       233       367       400       116       134       320   1875600   1901200   1918000   1877900   1903000     79000     21000     11000    100000         0         0       320      1017      L021 1202 B. Stadt Basel-Land     
       395       881        44       419     51360     48280     83000     16000       984       966       966       970     98790       870       320        10       235       424       614       354       414       442       145       160       349       496       155       234       268        54       231       594       175       463       465       112   1878500   1906100   1920300   1886900   1908700     65000     35000     18000    100000         0         0       313       961      L011 1301 Basellnd Arlesheim      
       318       826        32       360     89400      9230     86100     22600       968       974       958       967     99380       380       180        10       217       460       575       394       383       484       133       257       297       543       161       336       367        68       164       633       203       537       537       138   1875000   1901500   1921900   1897000   1913000     73000     27000     19000     99000      1000         0       326       917      L021 1302 Basellnd Liestal        
       352       766        21       444     94990      4810     83300     15800       951       963       973       962     99660       240        80        10       174       506       585       402       442       477        81       311       320       577       103       426       448        43       139       727       134       651       652        92   1876700   1907000   1918100   1899100   1906500     74000     27000      8000     66000     34000         0       252       986      L031 1303 Basellnd Sissach        
       379       875        33       411     97510      2400     82800     18800       938       965       955       954     99750       190        50        10       129       505       562       412       393       538        69       394       266       639        96       503       529        51        83       783       134       712       722       104   1878500   1909300   1918900   1889000   1910800     66000     34000      7000     32000     68000         0       255       977      L041 1304 Basellnd Waldenburg     
       397       761        27       503     96650      3090     73700     11900       984       958       967       967     99860       110         0         0       314       156       155       308       597       313        90        88       603       257       140        38        72        69       616       130       254        35        36       204   1874800   1907300   1920100   1893200   1908800     83000     17000     16000    100000         0         0       292       901      L011 1401 Schfhaus Klettgau,Obr   
       428       827        43       491     96730      3220     74700     11200       984       982       978       981     99770       160        50        20       317       184        92       336       588       307       104        74       572       250       178        20        54        90       540       137       323        13        15       246   1875100   1910200   1924300   1879200   1897900     76000     24000     16000    100000         0         0       279       867      L021 1402 Schfhaus Klettgau,Unt   
       351       780        22       433     96400      3090     83000     15400       991       985       963       977     99950        50         0         0       330       181       108       326       638       270        92        76       641       222       137        31        57        57       647       123       229        19        19       168   1877000   1916700   1923000   1888700   1911000     63000     36000      6000     65000     35000         0       244       955      L031 1403 Schfhaus Reiath         
       316       721        37       407     81150     18160     82500     18300       975       969       955       966     98950       590       240        30       284       230       235       333       282       517       201       197       263       448       290        75       171       119       224       310       466       117       121       310   1875500   1905100   1919400   1890700   1903100     77000     23000     30000     92000      8000         0       289       915      L041 1404 Schfhaus Schaffhausen   
       379       749        66       459     96780      3090     83800     10400      1000       962       978       976     98960       220       770         0       357       188       324       328       541       364        94       103       566       302       132        72       102        53       617       173       210       101       101       138   1876900   1903300   1912200   1903200   1907800     84000     16000      6000     56000     44000         0       255       903      L051 1405 Schfhaus Schleitheim    
       315       721        17       423     71200     28290     85300     21700      1000       986       968       982     99390       510        60         0       307       276       241       358       411       453       136       119       380       401       218        51       100        91       326       309       366        67        67       227   1875000   1902800   1916700   1882100   1891600     70000     30000     22000    100000         0         0       274       909      L061 1406 Schfhaus Stein          
       349       633        18       538     90270      9560     70500     11600       981       966       947       963     99180       210       510        40       111       488       549       410       276       613       111       408       183       707       109       449       534        29        50       843       108       653       717        58   1875700   1901700   1921800   1899000   1893300     63000     37000     11000         0    100000         0       358       979      L011 1501 App Ar   Hinterland     
       353       696        33       483     92370      7280     77300     18200       969       972       967       970     99640        40       240        50        69       492       529       416       264       627       109       442       165       721       113       521       548        43        27       854       119       692       698        81   1877800   1910500   1926300   1901300   1905100     74000     26000     12000         0    100000         0       303       971      L021 1503 App Ar   Vorderland     
       405       782        16       508      5220     94760     67000     20700       935       937       945       939     99700        60       220        20        34       718       848       481       589       320        91       133       316       589        95       444       452        24        22       878       100       795       796        34   1875800   1906800   1930000   1922200   1936000     22000     78000      2000         0    100000         0       391       921      L001 1601 App Ir   Innerrhoden    
       388       789        20       478      2660     97300     74100     18800       974       984       987       982     99650         0        80       260       150       556       816       366       622       267       111        58       464       381       155       188       199        52       190       579       231       442       442       135   1875300   1903800   1914400   1918200   1940000     56000     44000     11000     76000     24000         0       249       969      L011 1701 St Gall  Gaster         
       340       748        19       441     23820     75650     82700     13100       988       990       987       989     99120       130       620       120       211       377       485       339       414       480       106       253       347       509       144       270       325        69       216       565       219       440       465       163   1877000   1908100   1926800   1896600   1907800     75000     25000      9000         0    100000         0       340       995      L021 1702 St Gall  Gossau         
       269       572        17       453     32050     67920     77400     20800       983       979       977       979     99490       100       310        80       217       525       741       376       598       297       105        98       476       391       133       218       236        38       275       546       179       465       466        84   1877700   1908400   1926400   1925000   1907000     60000     40000      7000     95000      5000         0       313       949      L031 1703 St Gall  Rheinthal,Ob   
       403       803        22       488     55290     44550     71100     24800       980       984       977       981     99590       120       170       100       192       441       685       322       589       305       106        87       494       370       136       161       187        56       294       507       199       398       398       143   1879900   1914900   1925700   1892200   1914400     69000     31000     10000    100000         0         0       287       964      L041 1704 St Gall  Rheinthal,Un   
       299       717        17       403     23500     76120     82400     25500       977       978       989       982     97990       390      1210       130       225       329       471       328       410       417       173       136       355       418       227       122       172        91       244       419       337       231       248       235   1874900   1911500   1926000   1902200   1906900     76000     24000     23000     61000     39000         0       321      1014      L051 1705 St Gall  Rorschach      
       223       582        42       336     56630     41550     84900     29800       965       957       954       958     97410       760       980       310       116       373       483       406        48       547       405       168        32       519       449       126       193       174         9       476       515       201       229       365   1876000   1905200   1921400   1890100   1860000     88000     12000     53000         0    100000         0       326       856      L061 1706 St Gall  St Gallen      
